company_name,address,postal_code,tel,fax,email,website,description,source_url
TopChoice Food Industries (S) Pte Ltd,15 Woodlands Loop #01-19 Woodlands East Industrial EstateSingapore 738322,738322,+65 6753 1677,+65 6753 5100,topchoic@singnet.com.sg,http://www.topchoicesingapore.com/,"TopChoice, a F&B category leader established since 2000, leverages on modern technology to innovate, manufacture and distribute HALAL-certified western fine cuisine across East Asia and the new emerging markets. Consumers, chefs and restauranteurs, find convenience, delight and fulfillments in the TopChoice range, selection of quality ready-to-serve cream soup, sauces and jus.",https://www.sfma.org.sg/member/info.php?cid=topchoice-food-industries-s-pte-ltd
Transicom Engineering Pte Ltd,1 Loyang StreetSingapore 508836,508836,+65 6543 0988,+65 6543 1351,sales@transicom.com.sg,http://www.transicom.com.sg/,"Transicom Engineering was founded in 1977, is a one-stop source of integrated engineering design, manufacture and assembly systems for the Food and Beverage, Pharmaceutical and Fine Chemical industry packaging and processing. With over 30 years of experience in providing quality packaging and processing equipment to some of the world’s leading brands, we are well equipped to meet the world’s ever changing needs. Being a system integrator and custom builder, our in-house electronic design team an",https://www.sfma.org.sg/member/info.php?cid=transicom-engineering-pte-ltd
Treasure Orbit (Singapore) Pte Ltd,1 Kaki Bukit Road 1 #01 -34/35 Enterprise OneSingapore 415934,415934,+65 6856 3600 / +65 9133 6945,-,operations.sg@treasureorbitgroup.com,https://www.treasureorbit.sg/,"Our company is engaged in import, export & distribution of branded confectioneries, beverages, personal care products, toiletries, etc. – winning locally and across the globe, catering to top supermarkets, wholesalers, stockists, retailers other channel partners.",https://www.sfma.org.sg/member/info.php?cid=treasure-orbit-singapore-pte-ltd
Tri Gateway Exports,1 Brooke Road #02-17 Katong PlazaSingapore 429979,429979,+65 6348 1956,+65 6348 0457,sales@trigateway.com,http://www.trigateway.com/,"Established in 1997, Tri Gateway Exports is a family owned business based in Singapore. Tri Gateway Exports started off as a trading company exporting various products of multinational and international companies globally. Besides trading, in 2005 Tri Gateway Exports diversified and expanded its business and introduced its own brand of products - Prefect Choice. Prefect Choice manufactures a wide range of food and beverage items including: potato chips, biscuits and cookies as well as dairy prod",https://www.sfma.org.sg/member/info.php?cid=tri-gateway-exports
Tung Shun Pte Ltd,48 Toh Guan Road East #02-97 Enterprise HubSingapore 608586,608586,+65 6778 8895,+65 6273 9588,raymond@firstfood.com.sg,http://www.tungshun.com.sg/,"Established in 1987, First Food Industries Pte Ltd has come a long way in establishing its own brand of pickled mustard, Sichuan vegetable, confectionery, snack and preserved fruits, as well as creating an extensive distribution network for the Singapore market. Our company also exports its products, mainly to Malaysia, Indonesia, Vietnam and Cambodia. Our company holds the agency rights for global brand such as Glico, Master, Bright Pearl and Feng Zheng. First Food currently has a customer base",https://www.sfma.org.sg/member/info.php?cid=tung-shun-pte-ltd
Tungsan Food Industries Pte Ltd,56 Senoko DriveSingapore 758235,758235,+65 6257 6897,+65 6257 8634,edvin@tungsanfood.com,http://www.tungsanfood.com/,"Tungsan Food Industries Pte Ltd has been offering a wide range of quality pastes, sauces, marinades and other cooking ingredients since 1973. Serving a broad spectrum of customers - from hawkers to eateries, from restaurants to even for consumers who simply enjoy cooking at home - we pride ourselves for consistently exceeding their diverse expectations. Geographically we covered the whole of Singapore with delivery services island-wide. Over the years, we have successfully built lasting relation",https://www.sfma.org.sg/member/info.php?cid=tungsan-food-industries-pte-ltd
TVI Pte Ltd,37 Mactaggart Road #07-03Singapore 368083,368083,+65 6909 3732,+65 6284 9361,lilchef@tvifood.com,http://www.lilchef.com.sg/,"TVI Pte Ltd, popularly known as TVIFOOD, specialize in producing European Cuisine and importing fresh and quality ingredients from Europe. Founded in Jan 2010, TVI started by importing fresh French produce to Singapore. In 2017, TVI began to develop French and local cuisine by operating our own production kitchen. In addition to manufacturing products for our customers, we also developed the brand Li'l Chef for distribution in Singapore. We create products with a strong differentiation because o",https://www.sfma.org.sg/member/info.php?cid=tvi-pte-ltd
TY Innovations Pte Ltd,4 Kian Teck DriveSingapore 628821,628821,+65 6779 4500,+65 6816 2944,enquiry@tyinnovations.com,https://www.tyinnovations.com/,Ty Innovations Pte Ltd is the Leading Plug-in Refrigeration Equipment Supplier in Singapore. Our primary concern is to always understand our clients' needs as we commit ourselves to finding the best reliable refrigeration solutions for them.,https://www.sfma.org.sg/member/info.php?cid=ty-innovations-pte-ltd
Unico Foods Pte Ltd,10 Fishery Port RoadSingapore 619732,619732,+65 6778 0080,+65 6773 0080,enquiry@unicofoods.com,-,"UNICO FOODS PTE LTD was established in 2006 as an importer / exporter, distributor and wholesaler of frozen meat, poultry, seafood, value added products and general foodstuff.",https://www.sfma.org.sg/member/info.php?cid=unico-foods-pte-ltd
Unicorn Home Pte Ltd,239 Pandan Loop #04-03Singapore 128425,128425,+65 6600 5890,-,contact@uh.com.sg,https://www.fairyport.com.sg,"Unicorn Home Pte. Ltd. is an agricultural product technology company founded in Singapore. It is mainly engaged in the research and development of new products with a view to providing sustainable and healthy products for the whole family. It is a professional product company integrating development, enhancement and sales. The main products in the past include nut series, oats series, durian series and so on. All kinds of products meet the strict standards set by SFA for products, which guarante",https://www.sfma.org.sg/member/info.php?cid=unicorn-home-pte-ltd
Unifood International (S) Pte Ltd,44 Woodlands TerraceSingapore 738458,738458,+65 6841 3855,+65 6747 4202,sales@unifood.com.sg,http://www.unisoy.com.sg/,"Unifood International (S) Pte Ltd is the sole owner of UNISOY® Instant Organic Soya Milk. In 2006, the company created the UNISOY® Nutritious Organic Soya Milk Powder range of products. Through strategic distribution and marketing efforts, UNISOY® has become the market leader in the Organic Soya Milk Powder category in Singapore. Through strategic distribution, marketing efforts and continued innovation in product development, UNISOY® has become the market leader in the Nutritious Organic Soya M",https://www.sfma.org.sg/member/info.php?cid=unifood-international-s-pte-ltd
United Overseas Bank Limited,80 Raffles Place #12-00 UOB Plaza 1Singapore 048624,048624,+65 6539 3012 / +65 6539 5677,+65 6536 5303,yap.gaysin@uobgroup.com,https://www.uob.com.sg/,"UOB provides a wide arrays of financial services to meet both corporate and individual needs including retail banking, foreign currency deposits, commercial lending, and securities services.",https://www.sfma.org.sg/member/info.php?cid=united-overseas-bank-limited
Vega Foods Corp Private Ltd,120 Lower Delta Road #14-01 Cendex CentreSingapore 169208,169208,+65 6411 0690,+65 6291 4527,info@vegafoods.com,http://www.vegafoods.com/,"Vega Foods owns and markets a variety of food and beverage brands. Our umbrella brand, Vega, started as a home-grown brand catering to a couple of products. Now, it has matured into a key brand across different product categories. Vega is supported by various other brands, each with a distinctive unique positioning. These include: Pavani, Okaki, Quick Chef, Splash, Panchos, Brakerz and Choc-it. Be it pasta, dairy products, seasoning, canned foods, confectionery, beverages or snacks, Vega Foods p",https://www.sfma.org.sg/member/info.php?cid=vega-foods-corp-private-ltd
Veggietalk International Pte Ltd,3 Lorong Bakar Batu #08-01 Union Industrial CenterSingapore 348741,348741,+65 6842 1030,+65 6842 1034,veggietalk@gmail.com,-,Manufacture of food product.,https://www.sfma.org.sg/member/info.php?cid=veggietalk-international-pte-ltd
Videojet Technologies (S) Pte Ltd,1 Kaki Bukit View #04-15/17 TechviewSingapore 415941,415941,+65 6349 2282,-,pohlaylena.goh@videojet.com,https://www.videojet.sg,Wholesale of office machines and equipment (including accessories),https://www.sfma.org.sg/member/info.php?cid=videojet-technologies-s-pte-ltd
Vismark Food Industries Pte Ltd,3017 Bedok North St 5 #05-32/33 Gourmet East KitchenSingapore 486121,486121,+65 6552 2161,+65 6454 6689,enquiry@vismark.com.sg,http://www.vismark.com.sg/,"Established in the early 1990s, Vismark Food Industries Pte Ltd has grown rapidly throughout the years to keep up with the ever changing needs of the hospitality industry. Our ability to customize recipes and food products has also brought us to a new level of business partnership with our customers.",https://www.sfma.org.sg/member/info.php?cid=vismark-food-industries-pte-ltd
Vitasoy International Singapore Pte Ltd,18 Senoko South RoadSingapore 758089,758089,+65 6759 2855,+65 6759 5411,vis@vitasoy.com.sg,http://www.vitasoy.com.sg/,"Unicurd is the first local SME food company in Singapore to achieve concurrent ISO & HACCP certifications for controlled quality consistency and food safety in 1999. All Unicurd's products are also ""Halal"" certified, and qualify for ""Healthier Choice"" labelling on our packaging. As the first to use automated line machines for tofu production, and with a disciplined trained skilled workforce, and good management control systems, Unicurd was selected by the – International Enterprise Singapore as ",https://www.sfma.org.sg/member/info.php?cid=vitasoy-international-singapore-pte-ltd
Wah Hong Co.,1550 Bedok North Ave 4 #02-10Singapore 489950,489950,+65 6287 0559,+65 6382 3606,info@wahhong.com.sg,http://www.wahhong.com.sg/,"Wah Hong Company has been established since 1954 in Singapore. We specialised in the processing of Bottle chilli Sauce. We also have products like, Tomato sauce, Light & Dark soya sauce and Vinegar. We catered to our local markets and also export mainly to Brunei.",https://www.sfma.org.sg/member/info.php?cid=wah-hong-co
Wahyu Brand Pte Ltd,52 International Road #03-06Singapore 619626,619626,+65 8183 1445,-,info@wahyubrand.com,http://www.wahyubrand.com/,"Our business starts growing in the beginning of 2003. It was a blessing that our business thrived as the whole world is suffering from the economic crisis. As demand for our products increases, we open our 1st manufacturing centre at 52 International Road #03-06 on 30th November 2008. This further increases our business and takes our product to greater heights. After seeing our Rempeyek delicacies line becoming very popular, we expended our business model further by creating our new brand of sam",https://www.sfma.org.sg/member/info.php?cid=wahyu-brand-pte-ltd
Wanin Industries Pte Ltd,58 Senoko RoadSingapore 758122,758122,+65 3157 1688,+65 6259 8558,eugenetan@pereocean.com,http://www.pereocean.com/,"Pere Ocean strongly believe that customer satisfaction is the key ingredient for the success of its business. It envisions itself as the key supplier of high quality beverages and healthy drinks in all its target markets. In order to fulfill this vision, Pere Ocean aims to give the consumer more reasons than ever to drink to Life! To achieve a healthy lifestyle is a balance of eating, drinking and exercising well. In drinking Pere Ocean, one can expect water's purifying benefits and move towards",https://www.sfma.org.sg/member/info.php?cid=wanin-industries-pte-ltd
Win Win Food Singapore Pte Ltd,6 Yishun Industrial Street 1 #02-01 North View BizhubSingapore 768090,768090,+65 6352 8918,+65 6352 8919,enquiry@win2food.com,http://www.win2food.com/,"Win Win Food is a leading manufacturer of delectable corn snacks, wafer rolls, chocolate sweets and variety of delicious biscuit and cookie products. In 2005, the company located its main production facilities in Johor, Malaysia. At this state-of-the-art facility, Win Win produces a wide range of food products for distribution in Singapore, Malaysia and throughout the Asia Pacific (including China, Japan and Korea) and the Middle East. Over the years, Win Win has invested substantially in capita",https://www.sfma.org.sg/member/info.php?cid=win-win-food-singapore-pte-ltd
Wine Heritage Pte Ltd,10 Mergui Road #12-01 Cityscape @ Farrer ParkSingapore 219067,219067,+65 9652 5951,-,info@wineheritage.sg,https://www.wineheritage.sg/,"https://www.phoeniciawines.com/ Wholesale trade of variety of goods, importer of alcohol beverages, Retails sale of beverages and Online sale. Specialised in Lebanese wines.",https://www.sfma.org.sg/member/info.php?cid=wine-heritage-pte-ltd
